ID,householdID,ba001,ba002,da001,da002_1_,da002_2_,ca001,gb001
338231203002,3382312030,1 Male,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
338231203001,3382312030,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
338231227001,3382312270,1 Male,,,3 Same,3 Same,1 Main Respondent,26 Main Respondent
338231227002,3382312270,2 Female,,1 Very Good,,,1 Main Respondent,26 Main Respondent
338231229001,3382312290,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
338231229002,3382312290,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
338231213001,3382312130,2 Female,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
338231213002,3382312130,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
338231208001,3382312080,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
338231208002,3382312080,2 Female,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
334631122002,3346311220,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
334631122003,3346311220,1 Male,,4 Poor,2 Worse,,1 Main Respondent,26 Main Respondent
334631115001,3346311150,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631115002,3346311150,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
334631132002,3346311320,1 Male,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
334631132001,3346311320,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
334631123002,3346311230,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
334631111002,3346311110,1 Male,,3 Fair,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
334631111003,3346311110,2 Female,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
334631128002,3346311280,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
334631128001,3346311280,2 Female,,2 Good,,,2 Spouse,26 Main Respondent
334631112002,3346311120,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631112001,3346311120,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631131002,3346311310,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631131001,3346311310,2 Female,,3 Fair,1 Better,,2 Spouse,27 Main Respondent's Spouse
334631108002,3346311080,1 Male,,4 Poor,2 Worse,3 Same,1 Main Respondent,26 Main Respondent
334631108001,3346311080,2 Female,,5 Very Poor,,,1 Main Respondent,26 Main Respondent
334631133001,3346311330,1 Male,,3 Fair,,1 Better,1 Main Respondent,27 Main Respondent's Spouse
334631133002,3346311330,2 Female,,4 Poor,2 Worse,,1 Main Respondent,27 Main Respondent's Spouse
334631130001,3346311300,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
334631130002,3346311300,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631117001,3346311170,1 Male,,,,,,26 Main Respondent
334631102001,3346311020,1 Male,,4 Poor,,2 Worse,1 Main Respondent,27 Main Respondent's Spouse
334631102002,3346311020,2 Female,,3 Fair,1 Better,,1 Main Respondent,27 Main Respondent's Spouse
334631109002,3346311090,1 Male,,4 Poor,3 Same,3 Same,1 Main Respondent,27 Main Respondent's Spouse
334631109001,3346311090,2 Female,,4 Poor,2 Worse,2 Worse,1 Main Respondent,27 Main Respondent's Spouse
334631120001,3346311200,1 Male,,3 Fair,,,,26 Main Respondent
334631113001,3346311130,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631113002,3346311130,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631106001,3346311060,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631106002,3346311060,2 Female,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
334631107001,3346311070,2 Female,,2 Good,3 Same,,,26 Main Respondent
334631114002,3346311140,1 Male,,3 Fair,,3 Same,2 Spouse,27 Main Respondent's Spouse
334631114001,3346311140,2 Female,,4 Poor,,3 Same,2 Spouse,27 Main Respondent's Spouse
334631126001,3346311260,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
334631126002,3346311260,2 Female,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
334631127001,3346311270,1 Male,,5 Very Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
334631127002,3346311270,2 Female,,3 Fair,1 Better,,1 Main Respondent,26 Main Respondent
334631135002,3346311350,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631135001,3346311350,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631105002,3346311050,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631105001,3346311050,2 Female,,5 Very Poor,2 Worse,3 Same,2 Spouse,27 Main Respondent's Spouse
334631110002,3346311100,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631110001,3346311100,2 Female,,4 Poor,3 Same,3 Same,1 Main Respondent,26 Main Respondent
334631216002,3346312160,1 Male,,4 Poor,3 Same,,,26 Main Respondent
334631229002,3346312290,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631229001,3346312290,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631211001,3346312110,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631211002,3346312110,2 Female,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
334631222002,3346312220,2 Female,,1 Very Good,,,,26 Main Respondent
334631217002,3346312170,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631217001,3346312170,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631218001,3346312180,1 Male,,3 Fair,,2 Worse,2 Spouse,27 Main Respondent's Spouse
334631218002,3346312180,2 Female,,3 Fair,,2 Worse,2 Spouse,27 Main Respondent's Spouse
334631235001,3346312350,2 Female,,1 Very Good,3 Same,,,26 Main Respondent
334631215001,3346312150,1 Male,,3 Fair,3 Same,,,26 Main Respondent
334631234001,3346312340,1 Male,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
334631234002,3346312340,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
334631236002,3346312360,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631236001,3346312360,2 Female,1 Male,,3 Same,,2 Spouse,27 Main Respondent's Spouse
334631233002,3346312330,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631221002,3346312210,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
334631204001,3346312040,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
334631204002,3346312040,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
334631202002,3346312020,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
334631202001,3346312020,2 Female,,,,,1 Main Respondent,26 Main Respondent
334631208001,3346312080,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
334631231002,3346312310,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
334631231001,3346312310,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631209002,3346312090,1 Male,,3 Fair,2 Worse,1 Better,1 Main Respondent,26 Main Respondent
334631209003,3346312090,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631205001,3346312050,2 Female,,4 Poor,2 Worse,2 Worse,,26 Main Respondent
334631212002,3346312120,1 Male,,5 Very Poor,3 Same,3 Same,1 Main Respondent,3 HHMemberName[3]
334631212001,3346312120,2 Female,,4 Poor,,2 Worse,1 Main Respondent,3 HHMemberName[3]
334631203001,3346312030,1 Male,,5 Very Poor,3 Same,,,26 Main Respondent
334631201001,3346312010,2 Female,,3 Fair,2 Worse,,,1 HHMemberName[1]
334631227001,3346312270,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631227002,3346312270,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
334631213002,3346312130,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631213001,3346312130,2 Female,,4 Poor,99 Never Had the Disease,,1 Main Respondent,26 Main Respondent
334631230002,3346312300,2 Female,,4 Poor,3 Same,3 Same,2 Spouse,26 Main Respondent
334631230001,3346312300,1 Male,,2 Good,,,2 Spouse,26 Main Respondent
334631206001,3346312060,1 Male,,3 Fair,,,2 Spouse,26 Main Respondent
334631206002,3346312060,2 Female,,3 Fair,,,2 Spouse,26 Main Respondent
334631224001,3346312240,2 Female,,4 Poor,,2 Worse,2 Spouse,27 Main Respondent's Spouse
334631224002,3346312240,1 Male,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
334631232001,3346312320,1 Male,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
334631232002,3346312320,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631220001,3346312200,1 Male,,,,,2 Spouse,1 HHMemberName[1]
334631220002,3346312200,2 Female,,,,,2 Spouse,1 HHMemberName[1]
334631226002,3346312260,1 Male,,2 Good,,,,26 Main Respondent
334631207002,3346312070,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
334631207001,3346312070,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
334631228001,3346312280,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631228002,3346312280,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
334631302002,3346313020,2 Female,,4 Poor,,,1 Main Respondent,27 Main Respondent's Spouse
334631302001,3346313020,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
334631324002,3346313240,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
334631324001,3346313240,1 Male,,5 Very Poor,1 Better,,2 Spouse,27 Main Respondent's Spouse
334631318001,3346313180,2 Female,,3 Fair,,,,26 Main Respondent
334631325001,3346313250,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631325002,3346313250,2 Female,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
334631305001,3346313050,1 Male,,4 Poor,1 Better,1 Better,,26 Main Respondent
334631326002,3346313260,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631326001,3346313260,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
334631306001,3346313060,1 Male,,,,,1 Main Respondent,27 Main Respondent's Spouse
334631306002,3346313060,2 Female,,,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
334631313001,3346313130,1 Male,,3 Fair,3 Same,,,26 Main Respondent
334631312001,3346313120,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
334631312002,3346313120,2 Female,,3 Fair,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
334631328002,3346313280,1 Male,,1 Very Good,,3 Same,2 Spouse,27 Main Respondent's Spouse
334631304001,3346313040,1 Male,,1 Very Good,,1 Better,1 Main Respondent,26 Main Respondent
334631304002,3346313040,2 Female,,4 Poor,99 Never Had the Disease,3 Same,1 Main Respondent,26 Main Respondent
334631315002,3346313150,1 Male,,3 Fair,3 Same,,2 Spouse,26 Main Respondent
334631315001,3346313150,2 Female,,3 Fair,3 Same,3 Same,2 Spouse,26 Main Respondent
334631311001,3346313110,2 Female,,3 Fair,,,,26 Main Respondent
334631307002,3346313070,1 Male,,3 Fair,1 Better,2 Worse,2 Spouse,27 Main Respondent's Spouse
334631307001,3346313070,2 Female,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
334631314001,3346313140,1 Male,,1 Very Good,1 Better,,1 Main Respondent,26 Main Respondent
334631314002,3346313140,2 Female,,3 Fair,3 Same,3 Same,1 Main Respondent,26 Main Respondent
334631303002,3346313030,1 Male,,2 Good,1 Better,1 Better,1 Main Respondent,26 Main Respondent
334631303001,3346313030,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
334631331002,3346313310,1 Male,,5 Very Poor,3 Same,,1 Main Respondent,27 Main Respondent's Spouse
334631331001,3346313310,2 Female,,1 Very Good,,,1 Main Respondent,27 Main Respondent's Spouse
334631309001,3346313090,2 Female,,4 Poor,3 Same,2 Worse,,26 Main Respondent
334631321001,3346313210,1 Male,,4 Poor,,,2 Spouse,26 Main Respondent
334631321002,3346313210,2 Female,,3 Fair,1 Better,,2 Spouse,26 Main Respondent
334631319001,3346313190,2 Female,,3 Fair,3 Same,2 Worse,2 Spouse,27 Main Respondent's Spouse
334631319002,3346313190,1 Male,,3 Fair,,1 Better,2 Spouse,27 Main Respondent's Spouse
334631329002,3346313290,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631329001,3346313290,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
334631301001,3346313010,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
334631301002,3346313010,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
336059127001,3360591270,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059127002,3360591270,2 Female,,,3 Same,3 Same,1 Main Respondent,26 Main Respondent
336059118002,3360591180,2 Female,,3 Fair,3 Same,,,26 Main Respondent
336059110001,3360591100,2 Female,,5 Very Poor,99 Never Had the Disease,3 Same,,26 Main Respondent
336059104002,3360591040,2 Female,,,3 Same,,1 Main Respondent,26 Main Respondent
336059104001,3360591040,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
336059119002,3360591190,1 Male,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
336059119001,3360591190,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059102002,3360591020,2 Female,,3 Fair,,,,26 Main Respondent
336059139002,3360591390,2 Female,,4 Poor,1 Better,,1 Main Respondent,26 Main Respondent
336059139001,3360591390,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059129002,3360591290,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059129001,3360591290,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
336059130002,3360591300,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
336059130001,3360591300,2 Female,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
336059124001,3360591240,2 Female,,3 Fair,,,,26 Main Respondent
336059111002,3360591110,1 Male,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
336059111001,3360591110,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059133002,3360591330,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059133001,3360591330,1 Male,,,,,1 Main Respondent,26 Main Respondent
336059115002,3360591150,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059115001,3360591150,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059116002,3360591160,2 Female,,3 Fair,,,,1 HHMemberName[1]
336059138001,3360591380,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059138002,3360591380,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059134002,3360591340,1 Male,,2 Good,,,1 Main Respondent,26 Main Respondent
336059134001,3360591340,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059108001,3360591080,1 Male,,4 Poor,,,2 Spouse,1 HHMemberName[1]
336059108002,3360591080,2 Female,,3 Fair,,,2 Spouse,1 HHMemberName[1]
336059135001,3360591350,1 Male,,,1 Better,,2 Spouse,27 Main Respondent's Spouse
336059135002,3360591350,2 Female,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
336059125001,3360591250,2 Female,,4 Poor,2 Worse,,,26 Main Respondent
336059132001,3360591320,1 Male,,1 Very Good,,,,26 Main Respondent
336059121002,3360591210,1 Male,,,,,1 Main Respondent,26 Main Respondent
336059121001,3360591210,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
336059109001,3360591090,2 Female,,,3 Same,,,26 Main Respondent
336059117001,3360591170,2 Female,,3 Fair,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
336059117002,3360591170,1 Male,,2 Good,,,1 Main Respondent,27 Main Respondent's Spouse
336059113001,3360591130,1 Male,,4 Poor,1 Better,,1 Main Respondent,1 HHMemberName[1]
336059113002,3360591130,2 Female,,3 Fair,1 Better,,1 Main Respondent,1 HHMemberName[1]
336059106001,3360591060,2 Female,,3 Fair,3 Same,,,26 Main Respondent
336059107001,3360591070,2 Female,,4 Poor,1 Better,,1 Main Respondent,26 Main Respondent
336059107002,3360591070,1 Male,,4 Poor,,,1 Main Respondent,26 Main Respondent
336059137002,3360591370,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
336059137001,3360591370,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
336059120001,3360591200,2 Female,,3 Fair,3 Same,,,1 HHMemberName[1]
336059128002,3360591280,1 Male,,3 Fair,3 Same,,1 Main Respondent,26 Main Respondent
336059128001,3360591280,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059105002,3360591050,2 Female,,4 Poor,3 Same,2 Worse,,26 Main Respondent
336059136001,3360591360,1 Male,,5 Very Poor,,,2 Spouse,27 Main Respondent's Spouse
336059136002,3360591360,2 Female,,4 Poor,2 Worse,,2 Spouse,27 Main Respondent's Spouse
336059114001,3360591140,1 Male,,4 Poor,3 Same,,2 Spouse,1 HHMemberName[1]
336059114002,3360591140,2 Female,,3 Fair,,,2 Spouse,1 HHMemberName[1]
336059123001,3360591230,2 Female,,2 Good,3 Same,,1 Main Respondent,26 Main Respondent
336059123002,3360591230,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
336059101002,3360591010,1 Male,,1 Very Good,,,1 Main Respondent,26 Main Respondent
336059101001,3360591010,2 Female,,2 Good,,,1 Main Respondent,26 Main Respondent
336059122002,3360591220,1 Male,,3 Fair,,3 Same,1 Main Respondent,27 Main Respondent's Spouse
336059122001,3360591220,2 Female,,4 Poor,1 Better,2 Worse,1 Main Respondent,27 Main Respondent's Spouse
336059103002,3360591030,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
336059103001,3360591030,2 Female,,3 Fair,99 Never Had the Disease,,2 Spouse,27 Main Respondent's Spouse
336059112002,3360591120,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059112001,3360591120,2 Female,,4 Poor,,,1 Main Respondent,26 Main Respondent
336059140002,3360591400,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059140001,3360591400,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059131001,3360591310,2 Female,,3 Fair,,,,26 Main Respondent
336059302002,3360593020,1 Male,,2 Good,3 Same,2 Worse,1 Main Respondent,26 Main Respondent
336059302001,3360593020,2 Female,,4 Poor,2 Worse,99 Never Had the Disease,1 Main Respondent,26 Main Respondent
336059304001,3360593040,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059304003,3360593040,1 Male,,4 Poor,3 Same,,1 Main Respondent,26 Main Respondent
336059313001,3360593130,2 Female,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059313002,3360593130,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059317001,3360593170,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059317002,3360593170,2 Female,,3 Fair,1 Better,,2 Spouse,27 Main Respondent's Spouse
336059308002,3360593080,1 Male,,4 Poor,3 Same,,,26 Main Respondent
336059308101,3360593081,2 Female,,4 Poor,,,,26 Main Respondent
336059316001,3360593160,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059316002,3360593160,1 Male,,3 Fair,3 Same,3 Same,2 Spouse,27 Main Respondent's Spouse
336059310001,3360593100,2 Female,,3 Fair,3 Same,3 Same,,26 Main Respondent
336059318001,3360593180,1 Male,,3 Fair,,,1 Main Respondent,26 Main Respondent
336059318002,3360593180,2 Female,,3 Fair,,3 Same,1 Main Respondent,26 Main Respondent
336059305001,3360593050,2 Female,,2 Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
336059305002,3360593050,1 Male,,2 Good,,,2 Spouse,27 Main Respondent's Spouse
336059322002,3360593220,1 Male,,1 Very Good,,,2 Spouse,27 Main Respondent's Spouse
336059322001,3360593220,2 Female,,1 Very Good,3 Same,,2 Spouse,27 Main Respondent's Spouse
336059311001,3360593110,2 Female,,3 Fair,,,,4 HHMemberName[4]
336059301002,3360593010,1 Male,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059301001,3360593010,2 Female,,4 Poor,,,2 Spouse,27 Main Respondent's Spouse
336059307001,3360593070,1 Male,,3 Fair,3 Same,,2 Spouse,27 Main Respondent's Spouse
336059307002,3360593070,2 Female,,3 Fair,1 Better,1 Better,2 Spouse,27 Main Respondent's Spouse
336059320002,3360593200,2 Female,,3 Fair,2 Worse,,2 Spouse,27 Main Respondent's Spouse
336059320001,3360593200,1 Male,,,,,2 Spouse,27 Main Respondent's Spouse
336059324001,3360593240,2 Female,,3 Fair,,,2 Spouse,27 Main Respondent's Spouse
336059324002,3360593240,1 Male,,,3 Same,2 Worse,2 Spouse,27 Main Respondent's Spouse
336059303001,3360593030,2 Female,,1 Very Good,,,1 Main Respondent,27 Main Respondent's Spouse
336059303002,3360593030,1 Male,,3 Fair,,,1 Main Respondent,27 Main Respondent's Spouse
336059306001,3360593060,2 Female,,,99 Never Had the Disease,,,1 HHMemberName[1]
336059323001,3360593230,2 Female,,,,,,2 HHMemberName[2]
336059214002,3360592140,2 Female,,,1 Better,,,26 Main Respondent
336059223002,3360592230,1 Male,,4 Poor,1 Better,1 Better,2 Spouse,27 Main Respondent's Spouse
336059223001,3360592230,2 Female,,,,,2 Spouse,27 Main Respondent's Spouse
